date,IWO_5d_EMA,IWO_10d_EMA,IWO_150d_EMA,Institutional_Ownership,Change_Instituional_Ownership_3months,ROE_TTM
2021-01-21,311.061,307.0653,248.0636,0.753,0.0009,-0.4385
