,1. open,2. high,3. low,4. close,5. volume,IWO_5d_EMA,IWO_10d_EMA,IWO_150d_EMA,EMA_8,EMA_21,SMA_50,SMA_200
2020-12-03,159.52,165.75,155.54,161.19,14267475.0,262.5181,260.1314,224.3286,152.6511,146.5838,142.7086,103.685
2020-12-02,144.36,144.69,138.24,141.84,6531335.0,261.8985,259.3257,223.7993,148.9085,144.6672,142.2676,103.1862
2020-12-01,153.5,153.9999,145.67,147.5,4173273.0,261.7483,258.6872,223.2839,150.1138,144.665,142.2274,102.8005
2020-11-30,154.55,155.0,146.3075,153.28,4840263.0,261.0835,257.7115,222.7497,149.0035,143.7315,141.9184,102.3619
2020-11-27,150.38,152.19,148.53,150.83,1773456.0,260.4759,256.6921,222.2189,147.2902,142.6046,141.4604,101.9161
2020-11-25,150.0,151.7,147.193,149.96,3144430.0,258.5455,254.9933,221.6535,145.8903,141.6461,141.0012,101.4861
2020-11-24,145.7,149.5,143.7735,149.45,3536677.0,257.2532,253.6296,221.1237,144.2304,140.6407,140.644,101.0551
2020-11-23,146.5,149.13,142.45,147.54,3273091.0,255.5395,252.0627,220.5927,142.7248,139.7547,140.2978,100.6418
2020-11-20,145.19,146.95,143.26,145.72,2982769.0,253.6682,250.4583,220.0734,140.8947,138.8172,139.9132,100.2155
2020-11-19,138.39,147.09,138.015,143.76,4802504.0,252.6243,249.2811,219.5944,139.1646,138.0039,139.6075,99.7993
2020-11-18,137.73,139.47,135.0,137.68,2221095.0,251.7276,248.1396,219.127,136.9002,137.0953,139.3467,99.3788
2020-11-17,132.74,139.8,130.5,137.78,4891515.0,251.6013,247.2861,218.686,136.166,136.8579,139.1512,99.0054
2020-11-16,129.39,132.89,128.215,131.58,3050205.0,249.5588,245.4195,218.1894,135.1277,136.5636,138.9338,98.6281
2020-11-13,137.75,138.0,131.19,132.18,3033270.0,247.2993,243.4954,217.7076,135.767,136.931,138.875,98.2709
2020-11-12,132.92,137.5,132.1,137.3,3837735.0,245.6031,241.8962,217.2649,135.1291,136.8241,138.8908,97.8959
2020-11-11,128.1327,132.1764,127.5,130.96,3677317.0,244.8718,240.7474,216.8649,134.4516,136.7565,139.2028,97.5212
2020-11-10,127.08,128.0,118.1,123.5,4935818.0,242.4313,238.7462,216.4234,135.1017,137.2145,139.4529,97.1693
2020-11-09,136.25,137.36,126.02,126.55,6457915.0,240.2239,236.9463,216.0151,137.1308,138.136,139.4239,96.8275
2020-11-06,138.58,144.29,138.11,141.79,2614845.0,237.9767,235.2192,215.6298,137.0653,138.2136,139.0967,96.4315
2020-11-05,140.485,141.6,137.71,138.92,2949925.0,235.7896,233.6343,215.2711,135.0011,137.6059,138.5763,96.0253
2020-11-04,133.98,137.13,132.0,136.32,3461903.0,231.7149,231.3443,214.8863,133.1157,137.2065,138.1431,95.6306
2020-11-03,125.71,127.47,123.83,126.86,2021397.0,228.939,230.0283,214.5859,131.9687,137.2142,137.6895,95.2651
2020-11-02,124.55,126.76,121.77,124.47,2503008.0,226.9878,229.4031,214.3409,133.2541,138.1886,137.4132,94.9447
2020-10-30,125.4,126.32,120.45,123.84,4176654.0,227.4671,230.1529,214.184,135.1095,139.3315,137.1486,94.6294
2020-10-29,132.36,132.7,126.34,127.36,3186766.0,229.7394,231.7597,214.0667,137.6208,140.6326,136.8752,94.3116
2020-10-28,132.05,132.82,129.11,131.57,2599204.0,231.0002,232.769,213.8902,139.0268,141.4259,136.415,93.9579
2020-10-27,134.078,136.1287,131.63,133.48,2263148.0,233.7755,234.3955,213.735,140.8001,142.2865,135.9116,93.5971
2020-10-26,134.01,138.45,129.52,133.08,3623763.0,234.6071,234.9029,213.4883,142.1348,142.9022,135.2991,93.2152
2020-10-23,134.91,135.54,132.8,135.42,1955021.0,235.8644,235.5274,213.2386,143.1876,143.3475,134.6173,92.8144
2020-10-22,136.83,138.68,131.64,134.54,5158901.0,235.438,235.263,212.9235,145.3727,144.1282,133.9489,92.423
2020-10-21,143.07,143.6699,132.55,135.14,6095209.0,235.3478,235.184,212.6188,147.2849,144.673,133.1835,92.0089
2020-10-20,145.285,146.49,142.1501,142.64,2572474.0,236.9106,235.8422,212.3557,148.3177,144.7733,132.3201,91.573
2020-10-19,146.72,149.59,143.67,144.66,3149154.0,237.7565,235.9808,212.0488,148.8399,144.6017,131.4465,91.1214
2020-10-16,148.0,148.88,144.91,145.34,2960228.0,238.7106,236.0102,211.7293,148.6256,144.1028,130.6025,90.6334
2020-10-15,143.39,145.75,141.13,145.36,4383123.0,238.5386,235.3337,211.3626,148.553,143.6251,129.9331,90.1428
2020-10-14,153.6,153.9,145.325,147.79,4943980.0,238.011,234.3869,210.9836,149.3538,143.4126,129.3417,89.6657
2020-10-13,147.08,153.6299,147.0079,152.8,6103281.0,237.9536,233.5561,210.6193,148.0549,142.3639,128.5837,89.149
2020-10-12,146.5,149.75,144.82,145.96,4188117.0,236.4741,231.9214,210.2127,146.462,141.2373,127.8347,88.6328
2020-10-09,144.1,145.63,142.6101,143.57,2364073.0,234.3299,229.9566,209.8026,145.5226,140.386,127.1165,88.1343
2020-10-08,146.45,146.46,141.53,142.97,3440686.0,231.8576,227.886,209.407,145.4919,139.8616,126.4599,87.6498
2020-10-07,146.0,148.84,144.28,144.57,4620652.0,229.3879,225.9058,209.0394,145.2153,139.2018,125.8073,87.164
2020-10-06,146.0,148.67,143.5,145.13,5596359.0,226.5972,223.8917,208.6913,144.1797,138.238,125.0161,86.6698
2020-10-05,143.81,148.28,142.81,144.88,5863248.0,224.8436,222.511,208.4039,142.8968,137.1948,124.1297,86.1787
2020-10-02,139.73,145.5,138.6,139.87,3449488.0,222.0433,220.7481,208.108,141.3587,136.0863,123.1975,85.6888
2020-10-01,139.5,145.7599,138.0,142.87,7842336.0,221.244,220.1051,207.8995,140.1755,135.1449,122.4007,85.2085
2020-09-30,135.31,139.02,133.655,137.32,3669578.0,219.5208,219.0861,207.6742,138.58,134.0834,121.629,84.7302
2020-09-29,137.7,138.3546,135.365,136.35,2122870.0,218.644,218.5998,207.4916,138.4543,133.5897,121.018,84.2844
2020-09-28,137.82,141.67,136.3,137.43,4233555.0,217.5536,218.1054,207.3126,138.4827,133.1132,120.3898,83.8351
2020-09-25,135.8,138.6,134.6501,136.39,3437433.0,216.0378,217.5543,207.1345,137.5721,132.2576,119.6138,83.3708
2020-09-24,137.12,137.9,132.4,133.9,4402909.0,215.8368,217.802,207.0096,137.2784,131.6233,118.8981,82.9279
2020-09-23,141.0,143.7,136.91,138.6,3947458.0,217.5081,218.9816,206.936,137.1008,130.9957,118.2606,82.4932
2020-09-22,138.52,142.68,134.2,142.68,5846754.0,219.7305,220.2967,206.8537,135.2153,129.7252,117.5736,82.0502
2020-09-21,127.25,138.55,125.45,138.13,7614075.0,219.9664,220.5274,206.6872,133.0826,128.4298,117.0916,81.6128
2020-09-18,130.22,132.1,126.72,131.43,11713148.0,221.6367,221.3944,206.5538,131.5204,127.4177,116.6856,81.2051
2020-09-17,127.48,129.23,124.8,128.58,4945102.0,221.4544,221.2595,206.3464,131.3548,126.9495,116.4112,80.8325
2020-09-16,132.0,133.84,129.52,131.15,3653595.0,221.2008,221.1035,206.1368,131.9619,126.7214,116.1204,80.4794
2020-09-15,130.6514,132.19,127.35,131.45,5177527.0,219.853,220.4829,205.8985,131.4253,126.0096,115.617,80.1077
2020-09-14,127.78,129.9,127.15,128.5,4223127.0,218.699,220.11,205.6802,131.2069,125.3916,115.1668,79.7301
